,GHG forcing,Observed warming
2004.375,1.950920066,0.882626741
2004.5,1.954543079,0.885240897
2004.625,1.9482069,0.887852452
2004.75,1.941875355,0.890452024
2004.875,1.935548362,0.893039645
2005,1.929225843,0.895615343
2005.125,1.922907717,0.89817915
2005.25,1.916594063,0.900731096
2005.375,1.91028481,0.903271211
2005.5,1.903979887,0.905799525
2005.625,1.901856677,0.908316068
2005.75,1.899737662,0.910824808
2005.875,1.897622775,0.913325764
2006,1.895511955,0.915818959
2006.125,1.893405142,0.918304411
2006.25,1.891302531,0.920782142
2006.375,1.889204073,0.923252171
2006.5,1.887109718,0.92571452
2006.625,1.894753436,0.928169209
2006.75,1.902401162,0.930625433
2006.875,1.910052853,0.933083189
2007,1.917708468,0.935542478
2007.125,1.925367966,0.938003299
2007.25,1.933031516,0.940465649
2007.375,1.940699085,0.942929529
2007.5,1.948370636,0.945394936
2007.625,1.962507376,0.947861871
2007.75,1.976648031,0.950336422
2007.875,1.990792567,0.952818573
2008,2.004940951,0.955308309
2008.125,2.019093149,0.957805616
2008.25,2.033249389,0.960310477
2008.375,2.047409638,0.962822878
2008.5,2.061573865,0.965342804
2008.625,2.072564957,0.96787024
2008.75,2.083559958,0.970402177
2008.875,2.094558832,0.972938606
2009,2.105561538,0.975479519
2009.125,2.116568036,0.978024908
2009.25,2.127578521,0.980574766
2009.375,2.138592953,0.983129084
2009.5,2.149611291,0.985687854
2009.625,2.162331776,0.988251068
2009.75,2.175056078,0.990820319
2009.875,2.187784151,0.993395595
2010,2.200515947,0.995976884
2010.125,2.213251416,0.998564174
2010.25,2.225990766,1.001157454
2010.375,2.23873395,1.003756712
2010.5,2.251480918,1.006361935
2010.625,2.259172589,1.008973114
2010.75,2.266867938,1.011585466
2010.875,2.274566909,1.014198993
2011,2.282269445,1.016813693
2011.125,2.289975486,1.019429566
2011.25,2.29768528,1.02204661
2011.375,2.305398771,1.024664825
2011.5,2.313115902,1.027284211
2011.625,2.321623851,1.029904767
2011.75,2.330135323,1.032527233
2011.875,2.338650257,1.035151608
2012,2.347168594,1.037777889
2012.125,2.355690272,1.040406073
2012.25,2.364215499,1.043036157
2012.375,2.372744217,1.04566814
2012.5,2.381276367,1.048302018
2012.625,2.401873547,1.050937788
2012.75,2.422474042,1.053586817
2012.875,2.443077792,1.056249075
2013,2.463684741,1.058924532
2013.125,2.484294828,1.061613159
2013.25,2.50490829,1.064314928
2013.375,2.525525071,1.067029807
2013.5,2.546145112,1.06975777
2013.625,2.550135047,1.072498786
2013.75,2.554128126,1.07523715
2013.875,2.558124284,1.07797287
2014,2.562123456,1.080705953
2014.125,2.566125576,1.083436406
2014.25,2.57013095,1.086164237
2014.375,2.574139515,1.088889454
2014.5,2.578151208,1.091612065
2014.625,2.584351195,1.094332076
2014.75,2.590554181,1.097051556
2014.875,2.596760101,1.099770506
2015,2.602968891,1.102488929
2015.125,2.609180488,1.105206827
2015.25,2.615395129,1.107924204
2015.375,2.621612755,1.110641061
2015.5,2.627833306,1.113357401
2015.625,2.631966347,1.116073226
2015.75,2.636102195,1.11878657
2015.875,2.640240795,1.121497438
2016,2.644382086,1.124205838
2016.125,2.648526015,1.126911776
2016.25,2.652672674,1.12961526
2016.375,2.656822011,1.132316296
2016.5,2.660973973,1.135014892
2016.625,2.665025554,1.137711053
2016.75,2.66907966,1.14040469
2016.875,2.673136242,1.143095809
2017,2.677195252,1.145784417
2017.125,2.681256644,1.148470521
2017.25,2.685320506,1.151154128
2017.375,2.689386797,1.153835244
2017.5,2.693455479,1.156513876
2017.625,2.697458014,1.159190032
2017.75,2.701462863,1.161863652
2017.875,2.705469992,1.164534743
2018,2.709479366,1.167203313
2018.125,2.713490953,1.169869368
2018.25,2.71750481,1.172532915
2018.375,2.72152091,1.175193959
2018.5,2.725539226,1.177852508
2018.625,2.729485062,1.180508569
2018.75,2.733433064,1.183162077
2018.875,2.737383209,1.18581304
2019,2.741335477,1.188461463
2019.125,2.745289847,1.191107354
2019.25,2.749246344,1.193750718
2019.375,2.753204939,1.196391564
2019.5,2.757165605,1.199029896
2019.625,2.761241779,1.201665722
2019.75,2.765319969,1.204299155
2019.875,2.769400147,1.206930201
2020,2.773482286,1.209558867
2020.125,2.777566357,1.212185158
2020.25,2.781645014,1.214809081
2020.375,2.785718181,1.217430634
2020.5,2.789785784,1.220049818
2020.625,2.79497354,1.22266663
2020.75,2.80015559,1.225282131
2020.875,2.805331865,1.227896317
2021,2.810502297,1.230509184
2021.125,2.815666816,1.233120729
2021.25,2.820825628,1.235730948
2021.375,2.825978666,1.238339838
2021.5,2.831125866,1.240947394
2021.625,2.835397493,1.243553613
2021.75,2.839663151,1.246157672
2021.875,2.843922775,1.248759569
2022,2.848176302,1.251359301
2022.125,2.852423666,1.253956868
2022.25,2.856664852,1.256552266
2022.375,2.860899797,1.259145494
2022.5,2.865128438,1.261736551
2022.625,2.869298943,1.264325433
2022.75,2.873463021,1.26691209
2022.875,2.877620611,1.26949652
2023,2.881771653,1.27207872
2023.125,2.88591609,1.274658689
2023.25,2.890053974,1.277236424
2023.375,2.89418525,1.279811923
2023.5,2.898309863,1.282385184
2023.625,2.902580843,1.284956205
2023.75,2.906845055,1.287525127
2023.875,2.911102449,1.290091948
2024,2.915352973,1.292656665
2024.125,2.919596582,1.295219276
2024.25,2.923833325,1.297779777
2024.375,2.928063157,1.300338167
2024.5,2.932286035,1.302894441
2024.625,2.938315692,1.305448598
2024.75,2.944338309,1.308002344
2024.875,2.950353845,1.310555671
2025,2.956362259,1.313108574
2025.125,2.962363512,1.315661045
2025.25,2.968357601,1.318213077
2025.375,2.974344489,1.320764664
2025.5,2.980324139,1.323315797
2025.625,2.985696118,1.32586647
2025.75,2.991060791,1.328416111
2025.875,2.996418125,1.330964713
2026,3.001768088,1.33351227
2026.125,3.007110648,1.336058778
2026.25,3.012445903,1.33860423
2026.375,3.017773823,1.34114862
2026.5,3.023094378,1.343691944
2026.625,3.028337217,1.346234195
2026.75,3.033572636,1.348775301
2026.875,3.038800605,1.351315257
2027,3.044021099,1.353854057
2027.125,3.049234092,1.356391696
2027.25,3.054439689,1.358928168
2027.375,3.059637866,1.361463469
2027.5,3.064828598,1.363997591
2027.625,3.069849356,1.36653053
2027.75,3.074862624,1.369062128
2027.875,3.079868378,1.371592378
2028,3.084866596,1.374121277
2028.125,3.089857258,1.376648819
2028.25,3.094840468,1.379174998
2028.375,3.099816206,1.38169981
2028.5,3.104784452,1.384223251
2028.625,3.109804941,1.386745313
2028.75,3.114817901,1.38926605
2028.875,3.119823313,1.391785456
2029,3.124821158,1.394303526
2029.125,3.129811419,1.396820254
2029.25,3.134794274,1.399335636
2029.375,3.139769705,1.401849666
2029.5,3.144737696,1.40436234
2029.625,3.150053268,1.406873652
2029.75,3.155361371,1.409383933
2029.875,3.160661988,1.411893175
2030,3.165955107,1.414401375
2030.125,3.171240714,1.416908525
2030.25,3.176519017,1.41941462
2030.375,3.181790002,1.421919655
2030.5,3.187053658,1.424423623
2030.625,3.192865812,1.42692652
2030.75,3.198670613,1.429428863
2030.875,3.204468051,1.431930646
2031,3.210258113,1.434431862
2031.125,3.216040789,1.436932504
2031.25,3.221816403,1.439432566
2031.375,3.227584944,1.44193204
2031.5,3.233346402,1.444430921
2031.625,3.239555993,1.446929202
2031.75,3.245758485,1.449427305
2031.875,3.251953868,1.451925223
2032,3.258142134,1.454422949
2032.125,3.264323276,1.456920475
2032.25,3.270497582,1.459417793
2032.375,3.276665043,1.461914897
2032.5,3.282825652,1.46441178
2032.625,3.289107941,1.466908433
2032.75,3.295383364,1.469404972
2032.875,3.301651916,1.471901388
2033,3.307913592,1.474397675
2033.125,3.314168384,1.476893825
2033.25,3.320416424,1.47938983
2033.375,3.326657706,1.481885684
2033.5,3.332892223,1.484381378
2033.625,3.338235324,1.486876907
2033.75,3.34357165,1.489371429
2033.875,3.348901196,1.491864938
2034,3.354223958,1.49435743
2034.125,3.35953993,1.4968489
2034.25,3.364849309,1.499339342
2034.375,3.370152089,1.501828751
2034.5,3.375448265,1.504317123
2034.625,3.380806566,1.506804453
2034.75,3.386158253,1.5092908
2034.875,3.391503323,1.511776159
2035,3.396841771,1.514260526
2035.125,3.402173593,1.516743895
2035.25,3.4074989,1.519226262
2035.375,3.412817689,1.521707621
2035.5,3.418129954,1.524187968
2035.625,3.422289542,1.526667297
2035.75,3.426442599,1.529144524
2035.875,3.430589124,1.531619646
2036,3.434729112,1.534092661
2036.125,3.438862561,1.536563567
2036.25,3.442989695,1.539032362
2036.375,3.447110513,1.541499043
2036.5,3.451225009,1.54396361
2036.625,3.455703742,1.546426059
2036.75,3.460176148,1.548886738
2036.875,3.464642226,1.551345644
2037,3.469101973,1.553802775
2037.125,3.473555389,1.556258127
2037.25,3.478003054,1.558711698
2037.375,3.482444966,1.561163485
2037.5,3.486881122,1.563613487
2037.625,3.491107149,1.566061701
2037.75,3.495327416,1.568507932
2037.875,3.499541921,1.570952179
2038,3.503750665,1.573394439
2038.125,3.507953648,1.575834712
2038.25,3.5121512,1.578272995
2038.375,3.51634332,1.580709286
2038.5,3.52053001,1.583143585
2038.625,3.524530895,1.585575891
2038.75,3.528526352,1.588006031
2038.875,3.532516383,1.590434005
2039,3.536500991,1.592859811
2039.125,3.54048018,1.59528345
2039.25,3.544451961,1.59770492
2039.375,3.548416346,1.600124217
2039.5,3.552373346,1.602541341
2039.625,3.556487217,1.604956286
2039.75,3.560593722,1.607369207
2039.875,3.564692868,1.609780099
2040,3.568784662,1.612188959
2040.125,3.572869109,1.614595785
2040.25,3.576943032,1.617000573
2040.375,3.58100642,1.619403318
2040.5,3.58505926,1.621804013
2040.625,3.588926215,1.624202652
2040.75,3.592782589,1.626599065
2040.875,3.596628361,1.628993244
2041,3.60046351,1.631385186
2041.125,3.604288012,1.633774884
2041.25,3.608101992,1.636162332
2041.375,3.611905425,1.638547526
2041.5,3.615698287,1.640930459
2041.625,3.619374348,1.643311126
2041.75,3.623039785,1.645689422
2041.875,3.626694573,1.648065341
2042,3.630338685,1.650438877
2042.125,3.633972097,1.652810027
2042.25,3.637594826,1.655178784
2042.375,3.641206848,1.657545143
2042.5,3.644808141,1.659909099
2042.625,3.648366385,1.662270647
2042.75,3.651913855,1.66462975
2042.875,3.655450532,1.666986405
2043,3.658976395,1.669340604
2043.125,3.662491427,1.671692344
2043.25,3.665995647,1.674041619
2043.375,3.66948904,1.676388424
2043.5,3.67297159,1.678732754
2043.625,3.676817616,1.681074603
2043.75,3.680652776,1.68341432
2043.875,3.68447706,1.685751898
2044,3.688290461,1.68808733
2044.125,3.692092974,1.690420613
2044.25,3.695884612,1.692751738
2044.375,3.699665373,1.6950807
2044.5,3.703435254,1.697407494
2044.625,3.707014586,1.699732113
2044.75,3.710583038,1.702054382
2044.875,3.714140614,1.704374296
2045,3.717687318,1.706691849
2045.125,3.721223154,1.709007035
2045.25,3.724748122,1.71131985
2045.375,3.728262228,1.713630288
2045.5,3.731765482,1.715938343
2045.625,3.735076767,1.71824401
2045.75,3.738377219,1.720547113
2045.875,3.741666852,1.722847648
2046,3.744945678,1.725145609
2046.125,3.748213711,1.727440992
2046.25,3.751470996,1.729733791
2046.375,3.754717548,1.732024003
2046.5,3.757953383,1.734311622
2046.625,3.761138015,1.736596643
2046.75,3.764311966,1.738879025
2046.875,3.767475256,1.741158761
2047,3.770627903,1.743435849
2047.125,3.77376993,1.745710283
2047.25,3.776901399,1.747982059
2047.375,3.780022331,1.750251173
2047.5,3.783132749,1.75251762
2047.625,3.786349797,1.754781396
2047.75,3.789556379,1.757042607
2047.875,3.792752521,1.759301249
2048,3.795938248,1.761557318
2048.125,3.799113588,1.763810808
2048.25,3.802278595,1.766061716
2048.375,3.805433297,1.768310038
2048.5,3.808577722,1.770555768
2048.625,3.811481495,1.772798904
2048.75,3.814375046,1.775039222
2048.875,3.817258407,1.777276721
2049,3.820131606,1.779511397
2049.125,3.822994674,1.781743245
2049.25,3.82584771,1.783972262
2049.375,3.828690745,1.786198446
2049.5,3.83152381,1.788421793
2049.625,3.834673901,1.790642299
2049.75,3.837814085,1.79286027
2049.875,3.840944394,1.795075701
2050,3.844064863,1.797288588
2050.125,3.847175523,1.799498929
2050.25,3.850276489,1.801706718
2050.375,3.853367794,1.803911953
2050.5,3.856449471,1.806114629
2050.625,3.858997785,1.808314743
2050.75,3.861536541,1.810511798
2050.875,3.864065772,1.812705791
2051,3.866585513,1.81489672
2051.125,3.8690958,1.817084583
2051.25,3.871596803,1.819269378
2051.375,3.874088555,1.821451103
2051.5,3.876571094,1.823629756
2051.625,3.879293341,1.825805335
2051.75,3.882006446,1.827978072
2051.875,3.884710446,1.830147966
2052,3.887405377,1.832315013
2052.125,3.890091276,1.834479212
2052.25,3.892768302,1.83664056
2052.375,3.895436491,1.838799056
2052.5,3.898095881,1.840954696
2052.625,3.900845958,1.84310748
2052.75,3.903587312,1.845257498
2052.875,3.906319979,1.847404749
2053,3.909044,1.849549231
2053.125,3.911759411,1.85169094
2053.25,3.914466278,1.853829876
2053.375,3.917164638,1.855966037
2053.5,3.919854529,1.85809942
2053.625,3.922748541,1.860230023
2053.75,3.925634158,1.862358046
2053.875,3.928511418,1.864483485
2054,3.931380358,1.866606339
2054.125,3.934241015,1.868726605
2054.25,3.937093471,1.870844281
2054.375,3.939937763,1.872959365
2054.5,3.942773925,1.875071855
2054.625,3.945677903,1.87718175
2054.75,3.948573822,1.879289117
2054.875,3.951461715,1.881393956
2055,3.954341616,1.883496265
2055.125,3.95721356,1.885596041
2055.25,3.960077591,1.887693282
2055.375,3.962933742,1.889787987
2055.5,3.965782043,1.891880154
2055.625,3.968549764,1.89396978
2055.75,3.971309697,1.896056796
2055.875,3.974061874,1.898141199
2056,3.976806325,1.900222989
2056.125,3.979543079,1.902302163
2056.25,3.982272272,1.90437872
2056.375,3.984993933,1.90645266
2056.5,3.987708091,1.90852398
2056.625,3.990641863,1.910592679
2056.75,3.99356819,1.91265897
2056.875,3.9964871,1.914722851
2057,3.999398619,1.916784321
2057.125,4.002302777,1.918843377
2057.25,4.005199916,1.920900019
2057.375,4.008090064,1.922954244
2057.5,4.010973252,1.925006052
2057.625,4.013364977,1.927055441
2057.75,4.015749801,1.929101954
2057.875,4.018127754,1.93114559
2058,4.020498865,1.933186349
2058.125,4.022863166,1.935224231
2058.25,4.025220866,1.937259237
2058.375,4.027571996,1.939291366
2058.5,4.029916587,1.941320619
2058.625,4.032771435,1.943346996
2058.75,4.035619808,1.945370985
2058.875,4.038461736,1.947392585
2059,4.041297251,1.949411795
2059.125,4.044126382,1.951428614
2059.25,4.046948003,1.953443041
2059.375,4.049762132,1.955455075
2059.5,4.052568787,1.957464713
2059.625,4.055942753,1.959471955
2059.75,4.059309271,1.96147734
2059.875,4.062668352,1.963480864
2060,4.066020002,1.965482526
2060.125,4.069364229,1.967482321
2060.25,4.072700479,1.969480248
2060.375,4.076028761,1.971476301
2060.5,4.079349086,1.973470478
2060.625,4.081414489,1.975462776
2060.75,4.083471956,1.977452015
2060.875,4.085521497,1.979438194
2061,4.087563122,1.981421315
2061.125,4.089596845,1.983401375
2061.25,4.091622703,1.985378376
2061.375,4.09364071,1.987352315
2061.5,4.095650878,1.989323193
2061.625,4.097728865,1.99129101
2061.75,4.099799038,1.993255836
2061.875,4.101861409,1.995217671
2062,4.10391599,1.997176515
2062.125,4.105962796,1.999132366
2062.25,4.108001849,2.001085225
2062.375,4.110033164,2.003035091
2062.5,4.112056755,2.004981964
2062.625,4.114432195,2.006925842
2062.75,4.116799939,2.008867066
2062.875,4.119160003,2.010805633
2063,4.121512403,2.012741542
2063.125,4.123857152,2.014674793
2063.25,4.126194272,2.016605383
2063.375,4.128523778,2.018533312
2063.5,4.130845686,2.020458579
2063.625,4.132841807,2.022381183
2063.75,4.134830362,2.024300822
2063.875,4.136811368,2.026217496
2064,4.138784839,2.028131206
2064.125,4.140750794,2.03004195
2064.25,4.14270925,2.031949729
2064.375,4.144660223,2.033854542
2064.5,4.146603731,2.035756389
2064.625,4.148781268,2.03765527
2064.75,4.150951373,2.039551413
2064.875,4.153114064,2.041444816
2065,4.155269359,2.043335479
2065.125,4.157417276,2.045223402
2065.25,4.159557828,2.047108583
2065.375,4.161691034,2.048991023
2065.5,4.163816912,2.050870719
2065.625,4.165984514,2.052747673
2065.75,4.168144825,2.054621929
2065.875,4.170297862,2.056493487
2066,4.172443646,2.058362346
2066.125,4.174582194,2.060228506
2066.25,4.176713527,2.062091965
2066.375,4.178837664,2.063952725
2066.5,4.180954622,2.065810782
2066.625,4.183094388,2.067666139
2066.75,4.185227014,2.069518821
2066.875,4.187352518,2.071368829
2067,4.189470919,2.073216162
2067.125,4.191582236,2.075060819
2067.25,4.193686493,2.0769028
2067.375,4.195783708,2.078742105
2067.5,4.197873901,2.080578732
2067.625,4.200024722,2.082412683
2067.75,4.202168558,2.084244019
2067.875,4.204305428,2.086072741
2068,4.20643535,2.087898847
2068.125,4.208558344,2.089722338
2068.25,4.21067443,2.091543214
2068.375,4.212783626,2.093361472
2068.5,4.21488595,2.095177114
2068.625,4.216868827,2.096990138
2068.75,4.218844869,2.098800438
2068.875,4.220814095,2.100608015
2069,4.222776522,2.102412867
2069.125,4.22473217,2.104214996
2069.25,4.226681066,2.1060144
2069.375,4.228623226,2.10781108
2069.5,4.230558669,2.109605036
2069.625,4.232402104,2.111396268
2069.75,4.234238858,2.113184695
2069.875,4.236068946,2.114970319
2070,4.237892387,2.116753138
2070.125,4.239709198,2.118533154
2070.25,4.241519406,2.120310367
2070.375,4.243323029,2.122084777
2070.5,4.245120082,2.123856385
2070.625,4.246578662,2.12562519
2070.75,4.248030706,2.127390881
2070.875,4.24947623,2.129153459
2071,4.25091525,2.130912924
2071.125,4.252347782,2.132669279
2071.25,4.253773862,2.134422525
2071.375,4.255193505,2.136172662
2071.5,4.256606726,2.137919693
2071.625,4.258421365,2.139663618
2071.75,4.260229613,2.141404823
2071.875,4.262031484,2.143143309
2072,4.263826992,2.144879076
2072.125,4.265616152,2.146612125
2072.25,4.267398997,2.148342455
2072.375,4.269175539,2.150070068
2072.5,4.270945794,2.151794963
2072.625,4.272668037,2.153517142
2072.75,4.27438402,2.155236565
2072.875,4.276093755,2.156953233
2073,4.277797256,2.158667147
2073.125,4.279494536,2.160378308
2073.25,4.281185609,2.162086715
2073.375,4.282870487,2.16379237
2073.5,4.284549183,2.165495274
2073.625,4.286070419,2.167195426
2073.75,4.287585496,2.168892686
2073.875,4.289094427,2.170587054
2074,4.290597224,2.172278531
2074.125,4.292093898,2.173967119
2074.25,4.293584463,2.175652819
2074.375,4.295068931,2.177335631
2074.5,4.296547311,2.179015557
2074.625,4.297956617,2.180692599
2074.75,4.299359856,2.182366697
2074.875,4.300757038,2.184037853
2075,4.302148174,2.185706069
2075.125,4.303533272,2.187371346
2075.25,4.304912342,2.189033685
2075.375,4.306285392,2.190693087
2075.5,4.307652431,2.192349555
2075.625,4.309303857,2.194003089
2075.75,4.31094929,2.195653964
2075.875,4.31258874,2.197302182
2076,4.314222217,2.198947742
2076.125,4.31584973,2.200590646
2076.25,4.317471305,2.202230894
2076.375,4.319086954,2.203868486
2076.5,4.320696687,2.205503425
2076.625,4.322326445,2.20713571
2076.75,4.323950306,2.208765367
2076.875,4.325568282,2.210392396
2077,4.327180381,2.212016799
2077.125,4.328786615,2.213638575
2077.25,4.330387045,2.215257726
2077.375,4.331981681,2.216874252
2077.5,4.333570532,2.218488155
2077.625,4.335218283,2.220099435
2077.75,4.336860268,2.221708153
2077.875,4.338496496,2.223314312
2078,4.340126976,2.22491791
2078.125,4.341751717,2.22651895
2078.25,4.343370755,2.228117431
2078.375,4.3449841,2.229713354
2078.5,4.346591759,2.231306721
2078.625,4.348182603,2.232897532
2078.75,4.349767775,2.234485777
2078.875,4.351347281,2.236071457
2079,4.352921126,2.237654573
2079.125,4.354489316,2.239235126
2079.25,4.356051665,2.240813116
2079.375,4.357608176,2.242388545
2079.5,4.359158854,2.243961412
2079.625,4.360975104,2.245531719
2079.75,4.362785531,2.247099722
2079.875,4.36459014,2.24866542
2080,4.366388936,2.250228815
2080.125,4.368181925,2.251789906
2080.25,4.3699691,2.253348692
2080.375,4.371750479,2.254905175
2080.5,4.37352608,2.256459354
2080.625,4.374999647,2.258011228
2080.75,4.376467473,2.25956052
2080.875,4.377929576,2.26110723
2081,4.379385976,2.262651358
2081.125,4.38083669,2.264192906
2081.25,4.382281739,2.265731874
2081.375,4.383721139,2.267268264
2081.5,4.385154911,2.268802075
2081.625,4.386630765,2.27033331
2081.75,4.388101027,2.271862014
2081.875,4.389565716,2.273388188
2082,4.391024851,2.274911832
2082.125,4.39247845,2.276432948
2082.25,4.393926533,2.277951536
2082.375,4.395369119,2.279467598
2082.5,4.396806225,2.280981135
2082.625,4.397961814,2.282492146
2082.75,4.399111961,2.284000374
2082.875,4.400256686,2.28550582
2083,4.401396007,2.287008484
2083.125,4.402529943,2.288508371
2083.25,4.403658513,2.290005479
2083.375,4.404781736,2.291499813
2083.5,4.40589963,2.292991373
2083.625,4.407320101,2.294480161
2083.75,4.40873528,2.295966469
2083.875,4.410145185,2.297450298
2084,4.411549834,2.298931649
