,GHG forcing,Observed warming
2084.125,4.412949245,2.300410523
2084.25,4.414343435,2.301886921
2084.375,4.415732423,2.303360845
2084.5,4.417116226,2.304832296
2084.625,4.418348709,2.306301274
2084.75,4.41957604,2.307767643
2084.875,4.420798238,2.309231404
2085,4.422015317,2.310692559
2085.125,4.423227296,2.312151111
2085.25,4.424434189,2.313607059
2085.375,4.425636013,2.315060406
2085.5,4.426832784,2.316511153
2085.625,4.427932476,2.317959302
2085.75,4.429027145,2.319404768
2085.875,4.430116809,2.320847553
2086,4.431201481,2.322287658
2086.125,4.432281179,2.323725085
2086.25,4.433355915,2.325159837
2086.375,4.434425704,2.326591914
2086.5,4.435490562,2.32802132
2086.625,4.436353967,2.329448056
2086.75,4.437212467,2.330871938
2086.875,4.438066078,2.33229297
2087,4.438914811,2.333711153
2087.125,4.439758681,2.33512649
2087.25,4.4405977,2.336538983
2087.375,4.441431882,2.337948635
2087.5,4.442261238,2.339355449
2087.625,4.443271031,2.340759426
2087.75,4.444276023,2.342160744
2087.875,4.445276226,2.343559405
2088,4.446271651,2.344955411
2088.125,4.447262309,2.346348764
2088.25,4.448248213,2.347739466
2088.375,4.449229372,2.349127519
2088.5,4.450205797,2.350512925
2088.625,4.451346878,2.351895686
2088.75,4.452483247,2.353275965
2088.875,4.453614912,2.354653762
2089,4.454741884,2.356029079
2089.125,4.455864173,2.357401918
2089.25,4.456981787,2.358772281
2089.375,4.458094736,2.360140169
2089.5,4.459203028,2.361505584
2089.625,4.460020096,2.362868529
2089.75,4.460832524,2.364228733
2089.875,4.46164032,2.3655862
2090,4.462443492,2.366940933
2090.125,4.463242048,2.368292933
2090.25,4.464035995,2.369642203
2090.375,4.46482534,2.370988746
2090.5,4.46561009,2.372332564
2090.625,4.466836735,2.373673659
2090.75,4.468058798,2.375012455
2090.875,4.469276284,2.376348953
2091,4.4704892,2.377683154
2091.125,4.471697551,2.37901506
2091.25,4.472901343,2.380344673
2091.375,4.474100581,2.381671992
2091.5,4.475295269,2.38299702
2091.625,4.476618897,2.384319759
2091.75,4.477937985,2.385640335
2091.875,4.479252536,2.386958749
2092,4.480562554,2.388275002
2092.125,4.481868043,2.389589096
2092.25,4.483169007,2.390901032
2092.375,4.484465449,2.39221081
2092.5,4.485757372,2.393518432
2092.625,4.48660905,2.394823898
2092.75,4.487456215,2.396126799
2092.875,4.488298868,2.397427138
2093,4.489137012,2.398724915
2093.125,4.489970648,2.400020135
2093.25,4.49079978,2.401312797
2093.375,4.491624408,2.402602906
2093.5,4.492444535,2.403890462
2093.625,4.493184272,2.405175468
2093.75,4.493919509,2.406457855
2093.875,4.49465025,2.407737624
2094,4.495376496,2.409014779
2094.125,4.496098248,2.410289321
2094.25,4.496815506,2.411561253
2094.375,4.497528273,2.412830576
2094.5,4.49823655,2.414097294
2094.625,4.499574584,2.415361409
2094.75,4.50090813,2.41662352
2094.875,4.502237189,2.417883628
2095,4.503561761,2.419141735
2095.125,4.504881847,2.42039784
2095.25,4.506197449,2.421651945
2095.375,4.507508567,2.42290405
2095.5,4.508815204,2.424154156
2095.625,4.509332108,2.425402263
2095.75,4.509844533,2.426647633
2095.875,4.51035248,2.427890267
2096,4.51085595,2.429130169
2096.125,4.511354944,2.430367341
2096.25,4.511849465,2.431601786
2096.375,4.512339515,2.432833507
2096.5,4.512825096,2.434062505
2096.625,4.51369419,2.435288785
2096.75,4.514558821,2.436512713
2096.875,4.515418992,2.437734292
2097,4.516274709,2.438953524
2097.125,4.517125975,2.44017041
2097.25,4.517972794,2.441384951
2097.375,4.51881517,2.44259715
2097.5,4.519653108,2.443807008
2097.625,4.520172259,2.445014526
2097.75,4.520686979,2.446219411
2097.875,4.521197273,2.447421665
2098,4.521703144,2.448621289
2098.125,4.522204599,2.449818287
2098.25,4.522701641,2.451012662
2098.375,4.523194275,2.452204414
2098.5,4.523682506,2.453393548
2098.625,4.524453205,2.454580065
2098.75,4.525219509,2.455764238
2098.875,4.525981423,2.456946069
2099,4.526738952,2.45812556
2099.125,4.5274921,2.459302712
2099.25,4.528240872,2.460477528
2099.375,4.528985278,2.461650008
2099.5,4.529725329,2.462820155
2099.625,4.530460127,2.463987971
2099.75,4.53119059,2.465153456
2099.875,4.531916729,2.466316612
2100,4.532638554,2.467477441
