,Observed warming,GHG forcing
2000.25,0.840880995,2.009908904
2000.375,0.844898596,2.013105241
2000.5,0.848768453,2.016313025
2000.625,0.852500036,2.011629069
2000.75,0.85594879,2.006956209
2000.875,0.859130693,2.002294224
2001,0.862060612,1.997642873
2001.125,0.864752408,1.993001901
2001.25,0.867219022,1.988371133
2001.375,0.869472562,1.983750295
2001.5,0.871524371,1.979139101
2001.625,0.873385089,1.969357721
2001.75,0.874964216,1.9595854
2001.875,0.876276102,1.949821814
2002,0.877334266,1.940066633
2002.125,0.878151467,1.930319518
2002.25,0.878739759,1.920580077
2002.375,0.879110548,1.910847956
2002.5,0.879274641,1.9011228
2002.625,0.879242288,1.904915261
2002.75,0.87928537,1.908713978
2002.875,0.879400321,1.912518654
2003,0.879583743,1.916329019
2003.125,0.879832403,1.920144825
2003.25,0.880143223,1.923966027
2003.375,0.88051328,1.927792425
2003.5,0.880939793,1.931623841
2003.625,0.881420121,1.925496204
2003.75,0.881758427,1.919373271
2003.875,0.881961734,1.913254866
2004,0.882036706,1.907140812
2004.125,0.881989675,1.901030925
2004.25,0.881826657,1.894925253
2004.375,0.881553375,1.888823623
2004.5,0.88117528,1.882725861
2004.625,0.880697557,1.880809247
2004.75,0.8802062,1.878896154
2004.875,0.879701961,1.876986427
2005,0.879185555,1.87507992
2005.125,0.87865766,1.873176496
2005.25,0.878118921,1.871276198
2005.375,0.877569952,1.869378915
2005.5,0.877011337,1.867484541
2005.625,0.876443632,1.875326997
2005.75,0.876056229,1.883172174
2005.875,0.875840344,1.891020021
2006,0.875787608,1.898870508
2006.125,0.875890051,1.906723627
2006.25,0.876140094,1.914579666
2006.375,0.876530542,1.922438663
2006.5,0.87705456,1.930300666
2006.625,0.877705669,1.944626975
2006.75,0.878603086,1.958956421
2006.875,0.879734857,1.973289099
2007,0.88108967,1.987625125
2007.125,0.882656832,2.001964627
2007.25,0.88442625,2.016307971
2007.375,0.886388413,2.030655317
2007.5,0.888534357,2.045006832
2007.625,0.890855645,2.056185606
2007.75,0.893282701,2.067368891
2007.875,0.895811009,2.078556853
2008,0.898436327,2.089749652
2008.125,0.901154675,2.10094744
2008.25,0.903962317,2.112150647
2008.375,0.906855753,2.123359425
2008.5,0.909831701,2.134573917
2008.625,0.912887083,2.147492542
2008.75,0.916051963,2.160417144
2008.875,0.919322122,2.173347846
2009,0.922693603,2.186284767
2009.125,0.926162694,2.199228023
2009.25,0.929725918,2.21217798
2009.375,0.933380016,2.225134754
2009.5,0.937121939,2.238098452
2009.625,0.940948826,2.246010149
2009.75,0.94475984,2.253928968
2009.875,0.948556786,2.261854985
2010,0.952341363,2.269788262
2010.125,0.956115173,2.277728841
2010.25,0.959879728,2.285677037
2010.375,0.963636456,2.29363288
2010.5,0.967386706,2.301596385
2010.625,0.971131752,2.310354794
2010.75,0.974888069,2.319120866
2010.875,0.978656148,2.327894586
2011,0.982436454,2.336675933
2011.125,0.986229427,2.345464879
2011.25,0.990035482,2.354261725
2011.375,0.993855018,2.363066443
2011.5,0.997688416,2.371878996
2011.625,1.001536032,2.392760998
2011.75,1.005632233,2.413650742
2011.875,1.009967863,2.434548197
2012,1.014534273,2.45545335
2012.125,1.019323301,2.476366206
2012.25,1.024327242,2.497287081
2012.375,1.029538836,2.518216018
2012.5,1.034951233,2.539153069
2012.625,1.040557975,2.543464987
2012.75,1.046030246,2.547785145
2012.875,1.051374765,2.552113586
2013,1.056597871,2.556450316
2013.125,1.061705549,2.560795312
2013.25,1.066703452,2.565148848
2013.375,1.071596934,2.56951086
2013.5,1.07639106,2.573881263
2013.625,1.081090625,2.580445182
2013.75,1.085742572,2.587017263
2013.875,1.090349639,2.593597369
2014,1.094914417,2.600185356
2014.125,1.099439366,2.60678107
2014.25,1.103926816,2.613384762
2014.375,1.108378987,2.619996281
2014.5,1.112797985,2.626615472
2014.625,1.11718581,2.631151796
2014.75,1.121503802,2.635695464
2014.875,1.125755218,2.640246305
2015,1.129943158,2.644804138
2015.125,1.134070572,2.649368778
2015.25,1.138140266,2.653940365
2015.375,1.142154923,2.658518714
2015.5,1.146117095,2.663103637
2015.625,1.150029216,2.667591984
2015.75,1.153891607,2.672086519
2015.875,1.15770655,2.676587044
2016,1.161476221,2.681093362
2016.125,1.165202694,2.685605275
2016.25,1.168887951,2.690122747
2016.375,1.172533883,2.694645586
2016.5,1.176142299,2.699173599
2016.625,1.179714922,2.703638095
2016.75,1.183252072,2.708107381
2016.875,1.186755365,2.712581267
2017,1.19022635,2.717059566
2017.125,1.193666502,2.721542092
2017.25,1.197077234,2.726028807
2017.375,1.200459895,2.730519536
2017.5,1.203815779,2.735014104
2017.625,1.20714612,2.73943767
2017.75,1.21045065,2.743864735
2017.875,1.213730545,2.748295135
2018,1.216986931,2.752728706
2018.125,1.220220886,2.757165289
2018.25,1.223433438,2.761604828
2018.375,1.226625575,2.766047173
2018.5,1.22979824,2.770492177
2018.625,1.232952337,2.775053163
2018.75,1.236090931,2.779616526
2018.875,1.239214777,2.784182132
2019,1.242324595,2.788749848
2019.125,1.245421076,2.793319547
2019.25,1.248504878,2.797891152
2019.375,1.251576635,2.802464541
2019.5,1.254636949,2.807039592
2019.625,1.2576864,2.812741973
2019.75,1.260747383,2.81844578
2019.875,1.263819714,2.824150898
2020,1.266903211,2.829857216
2020.125,1.269997699,2.835564629
2020.25,1.273103001,2.841264927
2020.375,1.276218791,2.846957784
2020.5,1.279344744,2.852642899
2020.625,1.282480539,2.857450318
2020.75,1.285608986,2.862249445
2020.875,1.288730318,2.86704003
2021,1.291844751,2.871821835
2021.125,1.294952488,2.876594633
2021.25,1.298053715,2.88135851
2021.375,1.301148614,2.886113268
2021.5,1.304237354,2.890858721
2021.625,1.307320091,2.895542915
2021.75,1.310395966,2.900217451
2021.875,1.313465145,2.904882162
2022,1.316527785,2.909536889
2022.125,1.319584031,2.91418148
2022.25,1.322634017,2.918815841
2022.375,1.32567787,2.923439834
2022.5,1.328715707,2.928053326
2022.625,1.331747637,2.932809271
2022.75,1.33477673,2.937554463
2022.875,1.337802985,2.942288783
2023,1.340826397,2.947012119
2023.125,1.343846956,2.951724363
2023.25,1.34686465,2.956425534
2023.375,1.349879465,2.961115538
2023.5,1.352891383,2.965794283
2023.625,1.355900385,2.972275462
2023.75,1.35894164,2.978745213
2023.875,1.362014022,2.985203455
2024,1.36511644,2.991650116
2024.125,1.368247839,2.998085133
2024.25,1.371407194,3.004508559
2024.375,1.374593517,3.010920347
2024.5,1.37780585,3.017320455
2024.625,1.381043267,3.023108447
2024.75,1.384293218,3.028884692
2024.875,1.387555195,3.034649161
2025,1.390828702,3.040401832
2025.125,1.394113261,3.046142681
2025.25,1.397408405,3.051871724
2025.375,1.400713682,3.057588943
2025.5,1.404028653,3.06329432
2025.625,1.407352891,3.068917518
2025.75,1.410684619,3.074528844
2025.875,1.414023474,3.080128284
2026,1.417369107,3.085715825
2026.125,1.420721176,3.091291454
2026.25,1.424079349,3.096855303
2026.375,1.427443307,3.102407363
2026.5,1.430812737,3.107947624
2026.625,1.434187337,3.113313573
2026.75,1.437563658,3.118667706
2026.875,1.440941509,3.124010014
2027,1.444320704,3.129340488
2027.125,1.44770106,3.134659117
2027.25,1.451082398,3.13996604
2027.375,1.454464548,3.145261248
2027.5,1.457847341,3.150544733
2027.625,1.461230613,3.155876242
2027.75,1.464615362,3.161196009
2027.875,1.468001396,3.166504026
2028,1.471388526,3.171800282
2028.125,1.47477657,3.177084767
2028.25,1.478165347,3.182357612
2028.375,1.481554684,3.18761881
2028.5,1.484944412,3.192868351
2028.625,1.488334366,3.198461263
2028.75,1.491731273,3.204042501
2028.875,1.495134767,3.209612054
2029,1.498544491,3.215169913
2029.125,1.501960099,3.220716069
2029.25,1.505381254,3.226250733
2029.375,1.508807632,3.2317739
2029.5,1.512238919,3.237285567
2029.625,1.515674808,3.24334157
2029.75,1.519125786,3.249386067
2029.875,1.522591239,3.255419053
2030,1.52607057,3.261440525
2030.125,1.5295632,3.267450483
2030.25,1.533068569,3.273449177
2030.375,1.536586135,3.279436611
2030.5,1.540115373,3.285412792
2030.625,1.543655774,3.29183295
2030.75,1.547215675,3.29824187
2030.875,1.550794332,3.304639558
2031,1.554391022,3.311026021
2031.125,1.558005044,3.317401269
2031.25,1.561635718,3.323765686
2031.375,1.56528239,3.330119288
2031.5,1.568944427,3.336462094
2031.625,1.572621214,3.342922659
2031.75,1.576314649,3.349372463
2031.875,1.580024078,3.355811524
2032,1.583748868,3.362239859
2032.125,1.587488403,3.368657487
2032.25,1.591242085,3.375064753
2032.375,1.595009343,3.381461682
2032.5,1.598789619,3.387848293
2032.625,1.602582374,3.393339963
2032.75,1.60636992,3.398821357
2032.875,1.610152257,3.404292497
2033,1.613929388,3.409753401
2033.125,1.617701312,3.415204083
2033.25,1.621468028,3.420644706
2033.375,1.625229537,3.426075282
2033.5,1.62898584,3.431495817
2033.625,1.632736936,3.43697505
2033.75,1.636484158,3.442444249
2033.875,1.640227462,3.447903416
2034,1.643966806,3.453352548
2034.125,1.64770215,3.458791642
2034.25,1.651433452,3.46422092
2034.375,1.655160674,3.469640377
2034.5,1.65888378,3.475050009
2034.625,1.662602734,3.479303658
2034.75,1.666295259,3.483547468
2034.875,1.669961979,3.487781434
2035,1.673603495,3.492005546
2035.125,1.677220391,3.496219788
2035.25,1.680813229,3.500424274
2035.375,1.68438256,3.504618984
2035.5,1.687928913,3.508803895
2035.625,1.691452802,3.513349542
2035.75,1.694961915,3.517885339
2035.875,1.698456519,3.522411256
2036,1.701936874,3.526927263
2036.125,1.70540323,3.531433328
2036.25,1.708855827,3.535929677
2036.375,1.712294904,3.540416283
2036.5,1.715720691,3.544893119
2036.625,1.719133408,3.549155786
2036.75,1.722529305,3.55340863
2036.875,1.725908704,3.557651623
2037,1.72927192,3.561884741
2037.125,1.732619254,3.566107956
2037.25,1.735951,3.570321895
2037.375,1.739267451,3.574526541
2037.5,1.742568894,3.578721877
2037.625,1.745855607,3.582727509
2037.75,1.749124355,3.586723796
2037.875,1.752375502,3.590710722
2038,1.755609399,3.594688269
2038.125,1.758826383,3.598656421
2038.25,1.762026785,3.60261553
2038.375,1.76521093,3.606565583
2038.5,1.768379132,3.610506571
2038.625,1.771531697,3.614602728
2038.75,1.774672107,3.618689797
2038.875,1.777800554,3.622767767
2039,1.780917224,3.626836628
2039.125,1.784022298,3.630896373
2039.25,1.78711595,3.63494476
2039.375,1.790198305,3.638981753
2039.5,1.793269483,3.643007318
2039.625,1.796329601,3.6468461
2039.75,1.799375369,3.650673392
2039.875,1.802406994,3.654489166
2040,1.805424678,3.658293396
2040.125,1.808428615,3.662086056
2040.25,1.811418993,3.665863541
2040.375,1.814395924,3.669625744
2040.5,1.817359515,3.673372564
2040.625,1.820309866,3.676997697
2040.75,1.823245013,3.680607252
2040.875,1.826165108,3.684201136
2041,1.829070296,3.687779261
2041.125,1.831960718,3.691341542
2041.25,1.834836505,3.694888069
2041.375,1.837697789,3.698418768
2041.5,1.840544695,3.701933571
2041.625,1.843377345,3.705400114
2041.75,1.846195225,3.708850634
2041.875,1.848998466,3.712285076
2042,1.851787192,3.715703387
2042.125,1.854561521,3.719105519
2042.25,1.857321569,3.722491481
2042.375,1.860067447,3.725861235
2042.5,1.862799261,3.729214749
2042.625,1.865517116,3.732926326
2042.75,1.868228373,3.736621611
2042.875,1.870932916,3.740300586
2043,1.873630628,3.743963237
2043.125,1.876321397,3.747609554
2043.25,1.879005116,3.751239577
2043.375,1.881681678,3.754853309
2043.5,1.884350981,3.758450757
2043.625,1.887012927,3.761852267
2043.75,1.889663933,3.765237525
2043.875,1.892304011,3.768606558
2044,1.894933169,3.771959391
2044.125,1.897551418,3.775296059
2044.25,1.900158769,3.778616617
2044.375,1.902755233,3.781921104
2044.5,1.905340822,3.785209564
2044.625,1.907915548,3.788300917
2044.75,1.910475909,3.791376339
2044.875,1.913022022,3.794435882
2045,1.915554002,3.797479602
2045.125,1.91807196,3.800507558
2045.25,1.920576007,3.803519799
2045.375,1.92306625,3.806516387
2045.5,1.925542794,3.809497388
2045.625,1.928005743,3.812422363
2045.75,1.930454414,3.815331886
2045.875,1.932888929,3.818226026
2046,1.93530941,3.821104857
2046.125,1.937715975,3.823968454
2046.25,1.940108742,3.826816923
2046.375,1.942487825,3.829650344
2046.5,1.944853339,3.832468795
2046.625,1.947205395,3.835389479
2046.75,1.949546376,3.838295359
2046.875,1.951876322,3.84118652
2047,1.954195276,3.844063047
2047.125,1.95650328,3.84692503
2047.25,1.958800377,3.849772603
2047.375,1.96108661,3.852605858
2047.5,1.963362024,3.855424889
2047.625,1.965626663,3.857999388
2047.75,1.967876104,3.860559855
2047.875,1.970110523,3.863106388
2048,1.972330097,3.865639086
2048.125,1.974534995,3.868158051
2048.25,1.976725387,3.870663411
2048.375,1.978901438,3.87315527
2048.5,1.981063312,3.875633728
2048.625,1.983211169,3.878425851
2048.75,1.985351509,3.881204777
2048.875,1.987484301,3.883970608
2049,1.989609515,3.886723447
2049.125,1.991727124,3.889463398
2049.25,1.993837104,3.892190644
2049.375,1.995939435,3.894905291
2049.5,1.998034101,3.89760745
2049.625,2.000121087,3.899773459
2049.75,2.002190218,3.901927198
2049.875,2.004241786,3.90406878
2050,2.006276075,3.906198315
2050.125,2.008293363,3.908315914
2050.25,2.010293923,3.910421776
2050.375,2.012278022,3.912516009
2050.5,2.014245923,3.914598723
2050.625,2.016197883,3.916918912
2050.75,2.018138982,3.919227796
2050.875,2.020069323,3.92152548
2051,2.021989008,3.923812072
2051.125,2.023898139,3.926087677
2051.25,2.025796816,3.928352552
2051.375,2.027685141,3.930606809
2051.5,2.029563215,3.932850556
2051.625,2.031431141,3.935183353
2051.75,2.033290946,3.937505862
2051.875,2.035142673,3.939818195
2052,2.036986364,3.942120463
2052.125,2.038822065,3.944412778
2052.25,2.040649819,3.946695389
2052.375,2.042469674,3.948968411
2052.5,2.04428168,3.951231961
2052.625,2.046085887,3.953698706
2052.75,2.04788647,3.956156208
2052.875,2.049683357,3.958604582
2053,2.051476482,3.961043943
2053.125,2.053265785,3.963474404
2053.25,2.055051205,3.96589611
2053.375,2.056832691,3.968309176
2053.5,2.058610192,3.970713716
2053.625,2.060383663,3.973185757
2053.75,2.062154533,3.9756495
2053.875,2.063922721,3.978105058
2054,2.065688149,3.980552545
2054.125,2.067450742,3.982992072
2054.25,2.069210433,3.985423801
2054.375,2.070967157,3.987847843
2054.5,2.072720855,3.990264307
2054.625,2.074471471,3.992600539
2054.75,2.07621754,3.994929409
2054.875,2.077959056,3.997251025
2055,2.079696015,3.999565491
2055.125,2.081428415,4.001872911
2055.25,2.083156254,4.004173398
2055.375,2.084879536,4.006467052
2055.5,2.086598265,4.008753973
2055.625,2.088312445,4.011261344
2055.75,2.090026491,4.013762172
2055.875,2.091740281,4.016256549
2056,2.093453699,4.018744566
2056.125,2.095166635,4.021226314
2056.25,2.096878982,4.023702002
2056.375,2.098590643,4.026171722
2056.5,2.100301523,4.028635562
2056.625,2.102011533,4.030609078
2056.75,2.103711187,4.032576889
2056.875,2.105400683,4.034539083
2057,2.107080213,4.036495744
2057.125,2.108749968,4.038446954
2057.25,2.110410133,4.040393153
2057.375,2.112060896,4.042334427
2057.5,2.113702441,4.044270858
2057.625,2.11533495,4.046719291
2057.75,2.116968625,4.049163042
2057.875,2.118603344,4.051602185
2058,2.120238987,4.054036795
2058.125,2.121875441,4.056466946
2058.25,2.123512598,4.058892921
2058.375,2.125150356,4.061314796
2058.5,2.126788621,4.063732649
2058.625,2.128427301,4.06672133
2058.75,2.130077462,4.069706142
2058.875,2.131738689,4.072687159
2059,2.133410583,4.075664453
2059.125,2.135092758,4.078638098
2059.25,2.13678484,4.081606838
2059.375,2.138486442,4.084570713
2059.5,2.140197189,4.087529762
2059.625,2.141916719,4.08923705
2059.75,2.143620485,4.090939585
2059.875,2.145308865,4.092637404
2060,2.146982224,4.09433054
2060.125,2.148640918,4.096019019
2060.25,2.150285293,4.097702249
2060.375,2.151915674,4.09938023
2060.5,2.153532374,4.101052963
2060.625,2.1551357,4.102796097
2060.75,2.156727416,4.104533987
2060.875,2.158307765,4.106266638
2061,2.159876985,4.107994054
2061.125,2.161435306,4.109716241
2061.25,2.162982952,4.111433236
2061.375,2.164520139,4.113145048
2061.5,2.166047079,4.114851687
2061.625,2.167563977,4.116912722
2061.75,2.16907801,4.118968606
2061.875,2.170589164,4.121019349
2062,2.172097427,4.123064963
2062.125,2.173602786,4.125105462
2062.25,2.17510523,4.127140873
2062.375,2.17660475,4.129171213
2062.5,2.178101335,4.131196502
2062.625,2.179594977,4.132898556
2062.75,2.181079492,4.134595598
2062.875,2.182555056,4.136287654
2063,2.184021841,4.137974745
2063.125,2.185480011,4.139656901
2063.25,2.186929729,4.141334153
2063.375,2.188371151,4.143006531
2063.5,2.189804432,4.144674065
2063.625,2.19122972,4.146578266
2063.75,2.192651847,4.148477686
2063.875,2.194070816,4.150372358
2064,2.19548663,4.152262314
2064.125,2.196899293,4.154147588
2064.25,2.19830881,4.156028215
2064.375,2.199715186,4.157904229
2064.5,2.201118427,4.159775664
2064.625,2.202518538,4.16169159
2064.75,2.203916479,4.163603005
2064.875,2.205312228,4.165509946
2065,2.206705764,4.167412446
2065.125,2.208097071,4.16931054
2065.25,2.20948613,4.171204257
2065.375,2.210872925,4.17309363
2065.5,2.212257441,4.174978692
2065.625,2.213639664,4.176889442
2065.75,2.215020163,4.178795944
2065.875,2.216398909,4.180698229
2066,2.217775873,4.182596327
2066.125,2.21915103,4.184490267
2066.25,2.220524355,4.186380081
2066.375,2.221895823,4.188265794
2066.5,2.223265413,4.190147434
2066.625,2.224633104,4.19209266
2066.75,2.226000187,4.194033863
2066.875,2.227366605,4.195971068
2067,2.228732301,4.197904298
2067.125,2.230097223,4.199833576
2067.25,2.231461319,4.201758928
2067.375,2.23282454,4.203680376
2067.5,2.234186837,4.205597939
2067.625,2.235548165,4.207399042
2067.75,2.236906295,4.209196298
2067.875,2.23826125,4.210989726
2068,2.239613051,4.212779341
2068.125,2.240961721,4.214565161
2068.25,2.242307281,4.216347201
2068.375,2.243649752,4.218125474
2068.5,2.244989155,4.219899992
2068.625,2.246325509,4.221585459
2068.75,2.247657181,4.223267192
2068.875,2.248984239,4.2249452
2069,2.250306749,4.226619492
2069.125,2.251624777,4.228290074
2069.25,2.252938385,4.229956963
2069.375,2.254247636,4.231620161
2069.5,2.255552589,4.233279674
2069.625,2.256853303,4.234603584
2069.75,2.258143395,4.235923811
2069.875,2.259423109,4.237240359
2070,2.260692685,4.238553227
2070.125,2.261952354,4.239862412
2070.25,2.263202342,4.241167924
2070.375,2.264442867,4.242469758
2070.5,2.265674139,4.243767907
2070.625,2.266896365,4.245470189
2070.75,2.268117656,4.247168771
2070.875,2.269337971,4.24886364
2071,2.270557269,4.250554787
2071.125,2.271775509,4.252242201
2071.25,2.272992654,4.253925894
2071.375,2.274208665,4.255605857
2071.5,2.275423506,4.257282081
2071.625,2.276637142,4.258912821
2071.75,2.277848729,4.260539805
2071.875,2.279058255,4.262163025
2072,2.280265712,4.263782474
2072.125,2.28147109,4.265398143
2072.25,2.28267438,4.267010045
2072.375,2.283875573,4.268618174
2072.5,2.285074661,4.27022252
2072.625,2.286271634,4.271671787
2072.75,2.287463548,4.273117257
2072.875,2.288650483,4.274558921
2073,2.289832515,4.275996773
2073.125,2.291009717,4.277430804
2073.25,2.292182162,4.278861004
2073.375,2.293349917,4.280287365
2073.5,2.29451305,4.281709875
2073.625,2.295671626,4.283065525
2073.75,2.296824486,4.284417303
2073.875,2.297971725,4.285765196
2074,2.299113437,4.287109192
2074.125,2.300249714,4.28844928
2074.25,2.301380643,4.28978545
2074.375,2.302506309,4.291117688
2074.5,2.303626794,4.292445979
2074.625,2.304742178,4.2940607
2074.75,2.305858171,4.295671445
2074.875,2.306974681,4.2972782
2075,2.308091617,4.29888095
2075.125,2.309208892,4.300479679
2075.25,2.310326419,4.302074372
2075.375,2.311444115,4.303665016
2075.5,2.312561899,4.305251595
2075.625,2.313679691,4.30686003
2075.75,2.314797917,4.308464375
2075.875,2.315916489,4.310064619
2076,2.317035317,4.311660751
2076.125,2.318154318,4.31325276
2076.25,2.319273407,4.314840656
2076.375,2.320392506,4.316424431
2076.5,2.321511536,4.318004075
2076.625,2.322630422,4.319644254
2076.75,2.323750344,4.321280287
2076.875,2.324871194,4.322912166
2077,2.325992866,4.324539882
2077.125,2.327115257,4.326163429
2077.25,2.328238267,4.327782859
2077.375,2.3293618,4.329398168
2077.5,2.330485764,4.33100935
2077.625,2.331610067,4.332605267
2077.75,2.332734407,4.334197046
2077.875,2.333858703,4.335784682
2078,2.334982879,4.337368167
2078.125,2.336106861,4.338947494
2078.25,2.337230576,4.340522691
2078.375,2.338353954,4.342093751
2078.5,2.339476927,4.343660668
2078.625,2.34059943,4.345494832
2078.75,2.341726664,4.347324836
2078.875,2.34285841,4.349150668
2079,2.343994456,4.350972319
2079.125,2.345134595,4.352789777
2079.25,2.346278628,4.354602807
2079.375,2.347426355,4.35641139
2079.5,2.348577582,4.358215505
2079.625,2.349732123,4.35971886
2079.75,2.350884044,4.361217715
2079.875,2.35203334,4.362712054
2080,2.353180002,4.364201864
2080.125,2.354324024,4.365687133
2080.25,2.355465399,4.367167832
2080.375,2.356604118,4.368643962
2080.5,2.357740175,4.370115525
2080.625,2.358873562,4.371630215
2080.75,2.360005198,4.373140341
2080.875,2.361135049,4.374645905
2081,2.362263081,4.376146911
2081.125,2.363389263,4.37764336
2081.25,2.364513563,4.379135256
2081.375,2.365635952,4.380622603
2081.5,2.366756401,4.382105404
2081.625,2.367874881,4.383307605
2081.75,2.368986009,4.384505266
2081.875,2.370089917,4.385698395
2082,2.371186735,4.386886995
2082.125,2.372276587,4.38807107
2082.25,2.373359595,4.389250626
2082.375,2.374435877,4.390425664
2082.5,2.375505546,4.391596187
2082.625,2.376568714,4.393070088
2082.75,2.377631463,4.39453948
2082.875,2.37869372,4.396004365
2083,2.379755415,4.397464743
2083.125,2.380816479,4.398920619
2083.25,2.381876846,4.400371995
2083.375,2.382936453,4.401818876
2083.5,2.383995236,4.403261264
2083.625,2.385053136,4.404553014
2083.75,2.386107258,4.405840281
2083.875,2.38715763,4.407123072
2084,2.388204279,4.408401391
