,GHG forcing,Observed warming
2084.25,4.401980264,2.317043006
2084.375,4.402788573,2.318663324
2084.5,4.403590208,2.320279519
2084.625,4.404293143,2.321891606
2084.75,4.404989436,2.323496831
2084.875,4.405679103,2.325095261
2085,4.406362161,2.326686963
2085.125,4.407038626,2.328271997
2085.25,4.407708513,2.329850425
2085.375,4.408371838,2.331422305
2085.5,4.409028616,2.332987691
2085.625,4.409482326,2.334546638
2085.75,4.40992952,2.336093285
2085.875,4.410370213,2.337627792
2086,4.410804421,2.339150313
2086.125,4.41123216,2.340660997
2086.25,4.411653445,2.342159988
2086.375,4.41206829,2.343647425
2086.5,4.412476709,2.345123443
2086.625,4.413063968,2.346588171
2086.75,4.41364483,2.348047308
2086.875,4.414219307,2.349500873
2087,4.414787412,2.350948885
2087.125,4.415349157,2.352391363
2087.25,4.415904555,2.353828324
2087.375,4.416453619,2.355259782
2087.5,4.416996362,2.356685752
2087.625,4.417702177,2.358106248
2087.75,4.418401697,2.359526377
2087.875,4.419094935,2.360946062
2088,4.419781903,2.362365227
2088.125,4.420462615,2.363783797
2088.25,4.421137084,2.3652017
2088.375,4.421805323,2.366618863
2088.5,4.422467346,2.368035218
2088.625,4.422836593,2.369450695
2088.75,4.423199654,2.370856608
2088.875,4.423556545,2.372253037
2089,4.423907284,2.373640057
2089.125,4.424251888,2.375017745
2089.25,4.424590373,2.376386172
2089.375,4.424922755,2.377745406
2089.5,4.42524905,2.379095515
2089.625,4.426015759,2.380436562
2089.75,4.426776412,2.381782039
2089.875,4.427531022,2.383131787
2090,4.4282796,2.384485648
2090.125,4.429022161,2.385843469
2090.25,4.429758717,2.387205102
2090.375,4.430489283,2.388570401
2090.5,4.431213872,2.389939224
2090.625,4.432065985,2.391311431
2090.75,4.43291215,2.392690904
2090.875,4.433752383,2.394077447
2091,4.434586698,2.395470869
2091.125,4.435415109,2.396870986
2091.25,4.436237632,2.398277615
2091.375,4.437054282,2.399690582
2091.5,4.437865075,2.401109714
2091.625,4.438234299,2.402534845
2091.75,4.438597697,2.403952705
2091.875,4.438955287,2.405363334
2092,4.43930709,2.406766773
2092.125,4.439653123,2.40816306
2092.25,4.439993404,2.409552231
2092.375,4.440327949,2.410934321
2092.5,4.440656775,2.412309364
2092.625,4.440904005,2.413677392
2092.75,4.441145547,2.415036153
2092.875,4.441381414,2.416385708
2093,4.441611622,2.417726119
2093.125,4.441836186,2.419057443
2093.25,4.442055117,2.420379736
2093.375,4.442268431,2.421693052
2093.5,4.442476139,2.422997441
2093.625,4.443312502,2.424292953
2093.75,4.444143283,2.425598714
2093.875,4.44496849,2.426914498
2094,4.445788131,2.428240086
2094.125,4.446602213,2.429575264
2094.25,4.447410746,2.430919821
2094.375,4.448213738,2.432273554
2094.5,4.4490112,2.433636264
2094.625,4.449017891,2.435007756
2094.75,4.449019072,2.436364219
2094.875,4.449014759,2.437705791
2095,4.449004967,2.439032603
2095.125,4.448989712,2.440344784
2095.25,4.448969008,2.441642457
2095.375,4.448942866,2.442925743
2095.5,4.448911301,2.444194758
2095.625,4.449262301,2.445449613
2095.75,4.449607901,2.446702086
2095.875,4.449948108,2.44795213
2096,4.45028293,2.449199696
2096.125,4.450612376,2.450444735
2096.25,4.450936456,2.451687201
2096.375,4.451255177,2.452927046
2096.5,4.451568551,2.454164224
2096.625,4.451562236,2.455398687
2096.75,4.451550594,2.456620934
2096.875,4.451533638,2.457831039
2097,4.451511383,2.459029072
2097.125,4.45148384,2.460215102
2097.25,4.451451025,2.461389194
2097.375,4.451412948,2.46255141
2097.5,4.45136962,2.463701813
2097.625,4.451607923,2.464840458
2097.75,4.451841,2.465976032
2097.875,4.45206886,2.467108482
2098,4.452291514,2.468237757
2098.125,4.452508973,2.469363807
2098.25,4.452721249,2.470486582
2098.375,4.452928348,2.47160603
2098.5,4.453130275,2.472722102
2098.625,4.453326131,2.473834749
2098.75,4.453516829,2.474943893
2098.875,4.453702377,2.476049487
2099,4.453882782,2.477151481
2099.125,4.454058052,2.478249826
2099.25,4.454228195,2.479344475
2099.375,4.454393227,2.480435378
2099.5,4.454553161,2.48152249
2099.625,4.454362707,2.482605761
2099.75,4.454167187,2.483674758
2099.875,4.453966619,2.48472955
2100,4.45376102,2.485770207
